	sex	job	blood_group	name	race	address	birthdate	current_location	ssn
2248	F	Emergency planning/management officer	O+	Cassandra Harper	black	"Unit 3209 Box 1172
DPO AP 18624"	12 Jan 1919	(Decimal('83.311758'), Decimal('47.698080'))	280-86-8224
2249	M	Public relations account executive	AB+	Zachary Thomas	White	"173 Barry Stream
East Carolynbury, WV 60933"	1932-04-19	(Decimal('-73.7503685'), Decimal('-135.991855'))	089-50-7715
2250	M	Surveyor, planning and development	A-	Samuel Park	Asian	"011 Deleon Motorway
West Brittney, TN 76352"	02/06/1991, 00:00:00	(Decimal('41.327874'), Decimal('-55.911968'))	744-87-8650
2251	F	Insurance risk surveyor	A+	Morgan Hess	White	"56266 Susan Tunnel
Michaelborough, NE 78044"	02/25/1980, 00:00:00	(Decimal('75.2236505'), Decimal('-100.508191'))	112-66-1238
2252	F	Patent attorney	A+	Rachel Rivera	Asian	"785 Dustin Mountains
North Kayla, PA 21471"	1945/04/19	(Decimal('-86.2217825'), Decimal('66.099749'))	454-28-9511
2253	M	Audiological scientist	AB+	Ryan Price	Black	"USCGC Cameron
FPO AA 85246"	09/03/2004, 00:00:00	(Decimal('79.794648'), Decimal('137.692500'))	101-03-9873
2254	M	Product designer	O-	Jesse Gray	black	"2182 Mark Crossing
Cynthiashire, CO 50083"	1934-12-12	(Decimal('-59.3869215'), Decimal('-132.613999'))	898-16-4451
2255	F	Occupational hygienist	O+	Anna Campbell	White	"534 Charles Crest
North Michaelview, TN 09098"	2005-04-19	(Decimal('-42.988244'), Decimal('-100.076373'))	329-70-2915
2256	M	Legal secretary	B-	Kristopher Sanchez	Asian	"759 Kyle Way Apt. 739
West Jordan, TX 76110"	1946-10-19	(Decimal('67.806543'), Decimal('-71.114480'))	106-53-5144
2257	M	International aid/development worker	O+	Charles Gonzalez	Hawaiian	"Unit 0375 Box 6897
DPO AE 51206"	1993-12-18	(Decimal('9.2042175'), Decimal('-22.611686'))	433-31-3047
2258	M	Charity fundraiser	O+	Logan Martin	White	"176 Watson Stream Suite 715
Lake Lauren, MT 73542"	1967-04-23	(Decimal('14.803109'), Decimal('94.635655'))	731-31-8737
2259	F	Structural engineer	B-	Tina Moore	Black	"3672 Williams Creek
Brianbury, DC 24794"	1994/10/10	(Decimal('20.314233'), Decimal('167.752271'))	197-14-9707
2260	M	Teacher, music	A+	Dennis Brown	Black	"119 Lori Mews Apt. 157
Castilloport, IN 87974"	2011/04/13	(Decimal('61.466750'), Decimal('-102.803298'))	269-28-3034
2261	M	Surveyor, commercial/residential	AB-	Jose Jenkins	White	"605 Frederick Hill Suite 341
Port Jamieberg, RI 45269"	11/05/2009, 00:00:00	(Decimal('75.405610'), Decimal('-152.069003'))	879-31-2910
2262	M	Engineer, communications	AB-	Stanley Davis	White	"706 Richards Parkways Apt. 531
West Joshuamouth, WY 85784"	12/30/1990, 00:00:00	(Decimal('-21.199636'), Decimal('-127.387756'))	082-06-5915
2263	M	Programmer, systems	A-	John Jackson	Black	"1805 Love Alley
Taylorberg, NC 99372"	13 Jul 1972	(Decimal('65.459635'), Decimal('99.392697'))	762-61-8563
2264	F	Radiographer, therapeutic	A+	Andrea Gonzalez	black	"8738 Wright Valleys Suite 377
Port Cassandra, OK 90790"	12/15/1927, 00:00:00	(Decimal('-43.7689515'), Decimal('30.197639'))	766-52-9431
2265	M	Claims inspector/assessor	A+	Steven Reed	White	"Unit 4412 Box 4291
DPO AP 39472"	1948-11-13	(Decimal('19.4424385'), Decimal('-111.855446'))	729-66-4367
2266	F	Probation officer	O+	Susan Medina	White	"08349 Erin Freeway
Greenborough, NY 10520"	1961/03/30	(Decimal('37.849817'), Decimal('172.689393'))	454-49-5127
2267	M	Surveyor, building	O+	Shaun Bailey	Black	"63615 Jerry Manor
North Robert, UT 07466"	1946-05-30	(Decimal('-34.6820635'), Decimal('-44.488802'))	141-11-0508
2268	F	Museum/gallery conservator	O-	Cheryl Mcdaniel	Asian	"245 Lisa Stream
Michaelbury, SC 98222"	1961/10/20	(Decimal('0.346704'), Decimal('34.836262'))	600-88-0442
2269	M	Osteopath	A+	Matthew Pollard	Asian	"0206 Adams River Suite 685
New Patricia, MI 18272"	18 May 1979	(Decimal('13.724922'), Decimal('-4.493868'))	441-95-2449
2270	M	Naval architect	AB-	Aaron Blake	Black	"9472 Rhonda Ranch
Lake Christian, NC 61845"	1960-06-30	(Decimal('-8.7528155'), Decimal('57.463299'))	043-04-7225
2271	F	Engineer, water	B+	Maria Gonzalez	White	"735 Cabrera Park
South Darrylton, IA 57552"	1987/09/16	(Decimal('58.246968'), Decimal('-78.821037'))	135-02-5470
2272	M	Production assistant, radio	A-	Jamie Kim	Indian	"Unit 1900 Box 4648
DPO AP 41903"	24 Feb 1939	(Decimal('73.211216'), Decimal('90.102360'))	141-91-4890
2273	F	Journalist, newspaper	AB-	Heidi Kirk	White	"472 Brittany Ridge
Garychester, CO 78562"	10 Jul 1923	(Decimal('46.574935'), Decimal('46.409683'))	384-93-7986
2274	F	Conservator, furniture	A-	Anna Lindsey	Indian	"PSC 2965, Box 0827
APO AE 71836"	1933-11-07	(Decimal('-89.4878285'), Decimal('111.597631'))	007-15-3360
2275	F	Dealer	A-	Karen Ward	White	"995 Malone Islands Suite 073
North Jennifer, OK 73881"	01/05/1952, 00:00:00	(Decimal('-52.235422'), Decimal('81.916495'))	598-22-2747
2276	F	Volunteer coordinator	A-	Brenda Villanueva	White	"39124 Kristina Highway
South Terrimouth, OH 57379"	1968/04/29	(Decimal('70.590499'), Decimal('37.761510'))	766-19-6235
2277	F	Clothing/textile technologist	O-	Cynthia Jones	White	"947 Gregory Shores
Millermouth, FL 03017"	1998-07-19	(Decimal('1.8159575'), Decimal('-171.721492'))	436-75-8232
2278	M	Further education lecturer	O+	Thomas Villa	Indian	"38036 Laura Alley
Martinmouth, HI 63835"	1948/05/06	(Decimal('-33.1514815'), Decimal('146.777889'))	443-22-9270
2279	F	Forensic scientist	B-	Lauren Whitehead	White	"396 Watson Trafficway
Walkerland, KY 71252"	2003-11-12	(Decimal('8.313206'), Decimal('109.103748'))	416-04-5181
2280	M	Designer, fashion/clothing	A-	David Schneider	White	"2654 Shaun Key
Bonnieview, IL 58359"	1948/10/26	(Decimal('12.5204585'), Decimal('50.002125'))	829-59-3436
2281	M	Web designer	AB-	Kenneth Jones	White	"72456 Bennett Locks
Port Adamchester, IA 84773"	18 Mar 1934	(Decimal('-55.956057'), Decimal('164.235200'))	286-91-3680
2282	M	Environmental manager	AB-	Michael Rivera	White	"640 Reid Mount Apt. 359
Lisaburgh, MS 63033"	2017/10/20	(Decimal('-47.3411825'), Decimal('108.916890'))	540-65-7592
2283	M	Clinical research associate	O-	Richard Stokes	White	"9866 Wesley Fields
Lake Brenda, PA 69214"	10/19/1911, 00:00:00	(Decimal('56.686539'), Decimal('6.310361'))	360-07-3451
2284	M	Engineer, aeronautical	O-	Tyrone Marshall	White	"76770 Jimenez Villages Apt. 837
Andrewburgh, MT 03154"	1912/07/20	(Decimal('78.193769'), Decimal('-57.616792'))	406-20-6564
2285	M	Chief Technology Officer	O-	Robert Wright	blsck	"0886 Zimmerman Burg Apt. 219
Kaylaberg, LA 65283"	1937/06/24	(Decimal('55.265840'), Decimal('-122.496777'))	152-05-6706
2286	M	Civil Service fast streamer	AB-	Nicholas Sims	Black	"48359 Michelle Ridges
Mitchelltown, CA 91446"	05/23/2007, 00:00:00	(Decimal('-69.0930885'), Decimal('-73.745666'))	499-63-8683
2287	F	Building surveyor	AB-	April Beck	Asian	"26351 Shane Square Suite 286
Apriltown, WV 51567"	1955/03/15	(Decimal('-10.966652'), Decimal('8.592909'))	040-83-1415
2288	F	Education officer, community	O+	Maria Greer	Asian	"327 Amanda Course
Port Mariamouth, KS 99258"	03/25/1961, 00:00:00	(Decimal('-10.585364'), Decimal('-157.917618'))	744-90-2788
2289	M	Call centre manager	AB-	Robert Marshall	White	"711 Jesse Well Suite 537
North Janeport, WY 19398"	06/21/1921, 00:00:00	(Decimal('62.2594075'), Decimal('-26.900669'))	277-13-2035
2290	F	Fashion designer	O+	Dawn Prince	Indian	"008 Daniels Points
West Matthew, TX 92778"	1979-09-10	(Decimal('37.860797'), Decimal('-140.563671'))	466-86-4804
2291	F	Television camera operator	AB+	Ms. Patricia Greene	Asian	"753 Adams Locks
East Gregory, CA 78244"	1928-04-24	(Decimal('-10.066197'), Decimal('-114.925397'))	081-97-8791
2292	F	Psychologist, counselling	A+	Natasha Mayo	White	"868 Katherine Squares Apt. 953
Fischerport, ID 78409"	05/18/2005, 00:00:00	(Decimal('-12.8697035'), Decimal('-89.313067'))	009-91-6274
2293	F	Surveyor, planning and development	A+	Carmen Burton	White	"7679 Pamela Rapids
Earlchester, KY 82952"	2001/04/13	(Decimal('-40.481551'), Decimal('152.004308'))	682-47-1853
2294	M	Publishing copy	AB+	Brian Middleton	White	"PSC 2578, Box 9666
APO AP 28571"	1963/06/15	(Decimal('81.940316'), Decimal('-78.182407'))	189-05-8070
2295	F	Accountant, chartered certified	O-	Christy Gibson	White	"617 Roberts Trail Suite 699
West Stephanie, AK 79117"	2015/12/29	(Decimal('66.853043'), Decimal('-62.063344'))	425-78-4674
2296	F	Broadcast presenter	A+	Kayla Tran MD	White	"081 Mccoy Center
Graymouth, LA 81447"	1936/07/14	(Decimal('53.0534025'), Decimal('124.200595'))	827-97-2586
2297	M	Cytogeneticist	O+	Mark Cummings	White	"313 Michael Port
New Philip, AZ 15819"	1957/08/09	(Decimal('-20.483324'), Decimal('85.152379'))	309-45-2798
2298	M	Chemical engineer	AB+	David Black	Indian	"351 Evans Knoll
North Kelly, UT 80663"	1909-07-18	(Decimal('-76.390348'), Decimal('90.044276'))	798-67-2841
2299	F	Broadcast journalist	A+	Donna Kirby	White	"169 Benjamin Ports Suite 322
East Wendy, NE 42468"	14 Oct 1948	(Decimal('61.5765795'), Decimal('80.209069'))	380-62-7803
2300	M	Embryologist, clinical	A-	Bryan Benjamin	White	"USNS Bowers
FPO AE 15670"	29 Aug 1930	(Decimal('86.632219'), Decimal('76.214175'))	325-68-3848
2301	F	Broadcast engineer	A-	Samantha Warren	White	"3737 Briggs Alley Apt. 748
Thompsonshire, WV 52878"	1986/08/19	(Decimal('-78.073869'), Decimal('77.808944'))	247-58-9011
2302	F	Audiological scientist	AB+	Sarah Stokes	White	"8484 Michael Mountains
East Joshua, AL 48309"	1928/12/24	(Decimal('88.0846655'), Decimal('-80.866792'))	770-31-1578
2303	F	Scientist, audiological	A+	Candace Rogers	Black	"8150 Victoria Pine Apt. 195
North Johnport, KS 73436"	21 Apr 1999	(Decimal('57.426663'), Decimal('-9.831284'))	518-58-5465
2304	F	Local government officer	O-	Megan Dennis	White	"13474 David Trafficway Apt. 688
Millsfurt, FL 66372"	1984/09/10	(Decimal('-80.157486'), Decimal('-24.366264'))	568-57-0004
2305	M	Warehouse manager	B+	Austin Barker	White	"7473 John Forest
Dianaview, NC 31825"	03 Mar 1999	(Decimal('-35.8721745'), Decimal('-27.561825'))	273-56-1579
2306	M	Scientist, research (medical)	AB+	Joe Jensen	Asian	"5748 Julie Path
Watkinsshire, MI 30263"	03/16/1986, 00:00:00	(Decimal('-61.799756'), Decimal('135.285138'))	834-85-7046
2307	F	Graphic designer	A+	Sarah Allison	Hawaiian	"991 Clay Club
Jennifershire, GA 01308"	2013/07/18	(Decimal('55.9251485'), Decimal('115.869899'))	242-96-3957
2308	F	Scientist, audiological	B+	Mary Mitchell	White	"318 Samantha Mountain Suite 419
Lake Charles, TX 58256"	09/11/1914, 00:00:00	(Decimal('-27.7635925'), Decimal('-52.790690'))	135-24-5386
2309	M	Tax adviser	B+	Christopher Mendoza	White	"17421 Hanson Club Apt. 667
Port Jennifer, UT 60127"	2019-12-30	(Decimal('-69.928820'), Decimal('102.386371'))	795-62-4829
2310	F	Therapist, horticultural	A+	Cheryl Martin DDS	White	"5743 Adams Inlet
South Clinton, LA 38006"	1906-04-11	(Decimal('26.8261935'), Decimal('-86.093480'))	672-75-5582
2311	F	Sub	B-	Mary Stephenson	Black	"600 Zhang Squares
Jasonburgh, KS 85179"	1977/04/01	(Decimal('-65.1979055'), Decimal('85.176295'))	204-85-6064
2312	M	Civil engineer, consulting	B+	Jesse Day	white	"6589 Joseph Gardens
Johnsonbury, AK 71811"	1933-05-17	(Decimal('64.2185365'), Decimal('-46.159083'))	293-71-9312
2313	F	Data processing manager	O-	Dawn Turner	Asian	"55406 Kelly Corner
Maciasborough, KY 90172"	30 May 1940	(Decimal('86.019363'), Decimal('-179.563857'))	229-54-4199
2314	M	Scientist, physiological	A+	Curtis Dominguez	Black	"1273 Janet Parkways Suite 125
East Alicia, CO 30641"	08/13/1937, 00:00:00	(Decimal('81.8084685'), Decimal('-45.351013'))	845-30-8506
2315	M	Musician	B-	Carlos Potts Jr.	Hawaiian	"7098 Mary Path
Fraziermouth, NC 63244"	11/05/1982, 00:00:00	(Decimal('-51.9106565'), Decimal('41.286411'))	459-29-3392
2316	F	Customer service manager	B-	Kendra Peters	black	"71030 Waller Via
Lake Jefferybury, KS 49433"	1999-11-16	(Decimal('-81.9778275'), Decimal('178.887596'))	477-09-2165
2317	M	Film/video editor	AB+	Douglas Schultz	White	"USS Carson
FPO AA 63765"	01/31/1985, 00:00:00	(Decimal('86.075315'), Decimal('174.586533'))	086-86-8423
2318	M	Radio producer	B-	Kenneth Sanchez	Black	"49967 Burns Row
Bakerland, AK 29204"	1937-08-19	(Decimal('-14.871336'), Decimal('11.368969'))	624-52-8891
2319	F	Scientist, clinical (histocompatibility and immunogenetics)	B+	Brandy Glenn	White	"41078 Eric Ways
Wrightstad, NM 30592"	1962-07-27	(Decimal('76.755869'), Decimal('-84.704511'))	515-83-0321
2320	M	Merchant navy officer	B+	Curtis Johnson	black	"301 Brandon Lake
Port Donnamouth, KS 44056"	18 Oct 1947	(Decimal('-43.520893'), Decimal('98.990108'))	735-33-7489
2321	M	Therapist, sports	A+	Donald Collins	Hawaiian	"1531 Lee Well
Port Nicoleland, ID 58600"	1940-03-28	(Decimal('85.3091575'), Decimal('139.983247'))	424-11-0868
2322	M	Mining engineer	O-	Jacob Holden	White	"801 Harvey Courts
Lake Sharon, OK 30954"	30 Jun 1976	(Decimal('-49.2006145'), Decimal('-82.854230'))	133-88-8227
2323	F	Air traffic controller	B-	Becky Young	White	"PSC 0265, Box 6998
APO AP 87121"	2001/04/10	(Decimal('4.859710'), Decimal('18.474024'))	203-41-5451
2324	F	Education officer, environmental	A-	Maureen Roth	White	"547 Kimberly Gateway Apt. 254
North Jessica, LA 83496"	1993-10-31	(Decimal('-29.764426'), Decimal('26.758909'))	741-38-3354
2325	F	Broadcast presenter	A+	Andrea Mann	Asian	"68239 Pearson Branch Suite 249
North Brendaberg, NC 18752"	1919/12/04	(Decimal('75.1513065'), Decimal('-88.451682'))	099-15-9231
2326	M	Psychologist, sport and exercise	B+	James Lopez	White	"PSC 3923, Box 6228
APO AA 24012"	02/02/1975, 00:00:00	(Decimal('-70.5375845'), Decimal('132.712473'))	747-95-0278
2327	M	Oncologist	A+	Gregory Young	White	"724 Wendy Mountain Suite 841
Bestberg, WA 09438"	1967/03/14	(Decimal('-46.969088'), Decimal('21.819600'))	428-79-9348
2328	F	Colour technologist	AB-	Rachel White	Black	"749 Sara Club Suite 117
Christinebury, RI 32960"	16 Dec 2010	(Decimal('4.410639'), Decimal('-69.485761'))	584-12-4338
2329	F	Careers adviser	AB-	Kimberly Tucker	White	"849 Monroe Isle Suite 926
Bethchester, ND 72062"	05/06/2012, 00:00:00	(Decimal('-31.388255'), Decimal('106.612537'))	558-57-1884
2330	F	Editorial assistant	B-	Kimberly King	White	"452 Kenneth River Apt. 856
Lynchview, MT 89892"	1995/03/14	(Decimal('73.5659665'), Decimal('171.517441'))	814-63-0751
2331	F	Administrator, sports	B-	Teresa Lee	Black	"984 Eddie Overpass Apt. 548
North Christian, VT 29392"	03/03/1968, 00:00:00	(Decimal('-32.255998'), Decimal('-67.325134'))	030-03-3047
2332	M	Exhibitions officer, museum/gallery	AB+	Marcus Peterson	White	"1261 Mary Cape
North Johnside, HI 53315"	2015-07-21	(Decimal('88.9461775'), Decimal('160.280384'))	302-23-6406
2333	M	Hydrographic surveyor	A-	Matthew Mason	Black	"45531 Young Village
Morganland, DC 80176"	2005/05/10	(Decimal('-30.470719'), Decimal('123.751431'))	641-77-0060
2334	M	Therapist, drama	A+	Jacob Rodriguez	Asian	"8339 Phillips Camp
Port Danny, NH 43720"	05/22/1937, 00:00:00	(Decimal('-54.180415'), Decimal('-25.348244'))	239-56-8678
2335	F	Field seismologist	B+	Mrs. Allison Diaz	Black	"4771 Andrew Dam
Johnsonchester, RI 55540"	07/29/1913, 00:00:00	(Decimal('-66.505798'), Decimal('-136.101260'))	408-80-3367
2336	M	Engineer, civil (consulting)	B-	Chad Collins	White	"01566 Hodge Club Suite 272
East Nichole, TN 37586"	1916-04-23	(Decimal('3.241754'), Decimal('131.946644'))	825-16-4027
2337	F	Scientist, research (maths)	AB+	Cassandra Ruiz	White	"89847 Neal Forge Suite 643
Lake Robert, WY 78433"	30 Jan 1955	(Decimal('-1.999339'), Decimal('-110.188353'))	753-67-1849
2338	F	Architectural technologist	O-	Lisa Jones	White	"9894 Douglas Courts Apt. 347
Amyview, MI 74435"	07/04/2003, 00:00:00	(Decimal('36.442224'), Decimal('-133.348909'))	642-24-1868
2339	M	Dietitian	B-	Daniel Martinez	black	"3551 Brian Circles
Doughertyton, VA 44496"	2014/09/02	(Decimal('6.9533535'), Decimal('-174.434928'))	692-89-0546
2340	M	Nurse, children's	AB+	Chris Garcia	White	"88849 Owens Canyon Apt. 781
South Krista, DC 52477"	08/18/1907, 00:00:00	(Decimal('-2.9434625'), Decimal('59.067708'))	679-53-8376
2341	M	Chartered loss adjuster	O-	Daniel Dunn	White	"52762 Justin Crossroad
New Theresa, NY 96694"	1982/03/14	(Decimal('49.071956'), Decimal('-89.867601'))	149-44-2612
2342	M	Company secretary	O+	Mr. Manuel Russell	Black	"093 Nelson Mill
Nicholasshire, NV 87254"	31 Aug 1942	(Decimal('51.6193875'), Decimal('-132.896240'))	444-38-6626
2343	M	Primary school teacher	B-	Patrick Brown	White	"Unit 8979 Box 1823
DPO AP 88292"	07/26/1955, 00:00:00	(Decimal('39.032744'), Decimal('-162.141509'))	154-47-2042
2344	M	Tax inspector	O+	Timothy Gray	black	"891 Sims Crossroad
Whitebury, UT 21180"	03/07/2002, 00:00:00	(Decimal('-62.401297'), Decimal('-48.496369'))	606-05-1761
2345	F	Advertising account executive	AB+	Brandy Zimmerman	White	"7531 Robert Isle
North Kelly, WV 82861"	08 Aug 2019	(Decimal('44.327711'), Decimal('-44.254050'))	820-75-6709
2346	M	Administrator, arts	O-	Jeffrey Willis	White	"207 Albert Ramp
Charlesfort, NC 32887"	16 Sep 2013	(Decimal('-53.108479'), Decimal('120.318915'))	037-26-8877
2347	M	Engineer, electrical	O+	Derek Johnson	Asian	"886 James Rapids Suite 698
North Ashleyside, CT 38994"	1915/11/03	(Decimal('32.2991075'), Decimal('-142.733822'))	383-35-1549
2348	F	Holiday representative	B+	Christina Knight	White	"729 Salinas Trafficway Apt. 836
Garciaside, NM 84913"	07/20/1977, 00:00:00	(Decimal('-28.443782'), Decimal('163.279597'))	363-07-3754
2349	M	Scientist, water quality	AB+	Michael Freeman	White	"52428 Vincent Freeway
Paigemouth, MD 34859"	1971/01/01	(Decimal('-3.7507425'), Decimal('79.124753'))	103-63-3948
2350	F	Chemical engineer	O+	Amanda Taylor	White	"3430 Ross Port Apt. 159
Susanview, OR 40949"	05 Jul 1951	(Decimal('69.3089165'), Decimal('2.149206'))	257-79-1871
2351	F	Industrial buyer	AB+	Shelia Mitchell	White	"91203 Schneider Viaduct
North Allisonburgh, VT 97427"	2001/08/11	(Decimal('-78.0649225'), Decimal('-52.695689'))	801-03-8240
2352	M	Chartered management accountant	B-	Jason Powers	White	"38064 Peter Locks
West Andrewshire, DC 98144"	08/24/1923, 00:00:00	(Decimal('34.873500'), Decimal('57.755869'))	703-64-1404
2353	F	Tour manager	A-	Tamara Baldwin	White	"4643 Clarke Stravenue Apt. 913
Kristinmouth, GA 46356"	1961/03/05	(Decimal('-34.8166225'), Decimal('158.847235'))	704-15-5106
2354	F	Proofreader	B+	Lynn Lee	Black	"13021 Dustin Rapids
Lindahaven, WV 38872"	2017-09-03	(Decimal('-36.4476935'), Decimal('70.438119'))	153-74-7980
2355	F	Investment banker, operational	AB+	Jennifer Santiago	White	"101 Patton Vista Apt. 473
North Ashley, VA 70103"	1938/03/29	(Decimal('25.163383'), Decimal('-177.004396'))	130-23-9581
2356	M	Horticulturist, amenity	A+	Kyle Escobar	White	"37833 Cynthia Turnpike
Jesseland, NJ 95167"	30 Aug 1995	(Decimal('-57.6267955'), Decimal('-167.647381'))	761-72-7005
2357	F	Illustrator	O-	Lauren Sosa	White	"24763 Chelsea Passage
West Chelseaport, WA 67952"	09/17/1971, 00:00:00	(Decimal('37.286714'), Decimal('46.613056'))	522-31-4894
2358	M	Primary school teacher	AB+	Kelly Powell	Black	"1194 Howard Course
New Katherine, CA 56664"	1932-05-19	(Decimal('73.942550'), Decimal('148.244269'))	395-13-3701
2359	F	Records manager	B-	Jacqueline Smith	White	"PSC 2868, Box 6116
APO AP 52634"	1944-01-07	(Decimal('33.398652'), Decimal('-66.005625'))	675-38-7107
2360	M	Insurance risk surveyor	O-	David Boyle	White	"42066 Christina Mountain
Clarkchester, KS 62310"	05/27/1968, 00:00:00	(Decimal('75.8390875'), Decimal('43.134437'))	593-06-3739
2361	M	Copy	O+	Shannon Harris	White	"USCGC Collins
FPO AP 48949"	03/12/2003, 00:00:00	(Decimal('9.3707255'), Decimal('-5.741432'))	303-83-7069
2362	M	Optician, dispensing	AB+	Sean Fitzgerald	Asian	"4016 Boone Cove Apt. 492
Barryside, ID 19219"	1991-03-26	(Decimal('10.3172135'), Decimal('39.019518'))	520-53-4003
2363	M	Higher education lecturer	O+	Colin Martin	Asian	"446 Leah Groves Suite 187
West Daniel, IA 11207"	2019-10-30	(Decimal('11.483042'), Decimal('96.883296'))	807-16-1688
2364	M	Brewing technologist	O+	Anthony Robinson	Asian	"55606 Amy Prairie
East Shawnville, KS 33010"	08 Apr 1924	(Decimal('73.8218125'), Decimal('116.563919'))	357-98-1802
2365	F	Sales professional, IT	B+	Alyssa Proctor	White	"Unit 6547 Box 9455
DPO AP 75031"	1962-04-16	(Decimal('-56.4597875'), Decimal('171.162427'))	432-87-1442
2366	M	Chartered certified accountant	O-	Seth Morrison	White	"18643 Steve Mission Apt. 192
Coreyberg, NV 95260"	08/14/1922, 00:00:00	(Decimal('63.2782025'), Decimal('-99.741148'))	267-22-5195
2367	F	Holiday representative	O-	Brenda Pratt	Black	"PSC 7489, Box 9917
APO AE 79568"	1957-03-12	(Decimal('-36.6383845'), Decimal('83.967403'))	510-59-1310
2368	M	Restaurant manager	O+	Allen Thomas	White	"USNV Martinez
FPO AE 87254"	16 May 1990	(Decimal('-3.622265'), Decimal('-83.020977'))	531-40-2098
2369	F	Historic buildings inspector/conservation officer	B-	Andrea Skinner	White	"54070 Miller Camp Suite 979
Josephton, WI 45992"	11/30/1991, 00:00:00	(Decimal('54.211465'), Decimal('40.943353'))	271-35-6660
2370	M	Therapist, art	A-	Matthew Ayala	Asian	"2130 Susan Corner
New Johnhaven, HI 08158"	12/18/1941, 00:00:00	(Decimal('27.196241'), Decimal('53.723734'))	051-31-1970
2371	M	Merchandiser, retail	A-	Nathan Moore	black	"723 Richard Summit
Gregfort, RI 46544"	03/16/1980, 00:00:00	(Decimal('55.9990365'), Decimal('-110.918721'))	214-79-6894
2372	F	Horticultural consultant	A-	Ana Howard	White	"691 Smith Greens Suite 616
Marcmouth, PA 65763"	08/15/1963, 00:00:00	(Decimal('-44.492981'), Decimal('82.941344'))	358-70-0526
2373	F	Housing manager/officer	O+	Amy Reyes	Black	"907 Omar Forks
North Gregoryton, IN 43578"	1999/03/08	(Decimal('47.697642'), Decimal('55.777991'))	446-49-2682
2374	F	Health and safety adviser	O+	Christine Chen	White	"PSC 1021, Box 3399
APO AP 21559"	05/20/1923, 00:00:00	(Decimal('-23.9355545'), Decimal('-26.761034'))	143-42-5666
2375	F	IT consultant	B+	Margaret Burch	White	"386 Tiffany Streets Suite 300
North Sandra, OK 82465"	1940-03-07	(Decimal('-79.512727'), Decimal('-149.331506'))	434-88-4329
2376	M	Biomedical scientist	O-	Sean Montes	White	"7299 Andrew Shoal
Garystad, AR 03722"	16 Oct 2008	(Decimal('84.975314'), Decimal('-12.883152'))	374-35-1161
2377	F	Chief Strategy Officer	AB+	Angelica Ortiz	Indian	"1062 Jason Mountain Suite 543
Port Willie, VT 49976"	12/22/1936, 00:00:00	(Decimal('47.3128855'), Decimal('148.129398'))	062-32-2929
2378	F	Contractor	AB-	Paula Dalton	Asian	"7933 Angela Mall
Vargasfort, AL 17728"	01/20/1947, 00:00:00	(Decimal('-4.5004565'), Decimal('-45.393775'))	091-17-8980
2379	M	Education administrator	B-	Brian Riggs	White	"907 Smith Canyon Apt. 064
Stephensview, PA 69866"	08 Jan 1938	(Decimal('78.2392805'), Decimal('117.157523'))	152-08-1997
2380	M	Fashion designer	A+	Jordan Mahoney	White	"1382 Harrison Orchard Suite 641
Staceyhaven, MI 29163"	07/23/1961, 00:00:00	(Decimal('65.617203'), Decimal('-81.531738'))	107-55-1656
2381	F	Pensions consultant	A-	Kelly Williams	White	"2158 Latoya Forks Apt. 746
Tammytown, NY 88502"	26 Oct 2016	(Decimal('-13.501507'), Decimal('-8.715472'))	802-46-3092
2382	M	Sound technician, broadcasting/film/video	AB-	Zachary White	Black	"6825 Johnson Crossroad Suite 726
Wellsshire, IL 72824"	1966-02-05	(Decimal('14.8773795'), Decimal('6.411881'))	341-40-7724
2383	M	Early years teacher	A+	Joshua Moore	Black	"79695 Williams Hill Apt. 716
Port Elizabethside, ID 07552"	09 Feb 1957	(Decimal('-57.891912'), Decimal('-41.745554'))	840-99-2220
2384	F	Geologist, engineering	AB+	Toni Webster	white	"2102 Robertson Hills
East Davidside, WI 76794"	15 Jul 1908	(Decimal('-50.2973925'), Decimal('145.557303'))	169-91-3479
2385	M	Press sub	A+	Benjamin Pitts	Asian	"298 Benjamin Mount
Deborahport, MT 29022"	12/12/1925, 00:00:00	(Decimal('13.488869'), Decimal('14.484332'))	045-09-9417
2386	M	Therapist, art	B-	Jimmy Powell	Indian	"36303 Mack Ridges
Kristinstad, IL 10931"	1910/11/13	(Decimal('-68.210011'), Decimal('-73.468602'))	461-15-8229
2387	M	Ship broker	AB+	Brian Kemp	Asian	"305 Rhodes Isle Suite 796
North Dana, LA 45603"	1941-12-03	(Decimal('-26.0333915'), Decimal('-55.854204'))	644-74-9003
2388	F	Fisheries officer	AB+	Jenny Mitchell	White	"Unit 4435 Box 9769
DPO AE 30416"	21 May 1998	(Decimal('3.4641785'), Decimal('92.211891'))	864-69-4321
2389	M	Radio broadcast assistant	A-	Allen Snyder DDS	black	"2683 Kimberly Islands
Reillyland, RI 21923"	26 Mar 1972	(Decimal('-48.1917035'), Decimal('-165.392809'))	753-45-8958
2390	F	Engineer, manufacturing	AB+	Tammy Ochoa	White	"9153 Laurie Oval Apt. 048
South Johnchester, VT 82858"	11/03/1990, 00:00:00	(Decimal('47.2625495'), Decimal('24.660652'))	340-27-2419
2391	F	Manufacturing engineer	O+	Tammy Dunlap	White	"55121 Richard Expressway Apt. 588
New Taylorborough, ID 77165"	03 Nov 1933	(Decimal('37.5472975'), Decimal('-142.580192'))	211-39-7469
