	er-cv	name	indicator	leukocyty	weight	ssn	relationship	etytr	smoker	erytrocyty	trombocyty	hemoglobin	ast	alp	alt	hematokrit	hbver
8257	50.47216	Alan Garcia	1.00000		39.66045	877-32-3965	married	7.13932	no	4.62465	6.97458	4.26408	48.74610	25.08667	10.67392	7.31996	5.83507
8258	24.54716	Katherine Robertson	1.00000	5.52033	123.16265	189-21-0709	married	5.55079	yes	7.07840	6.74886	5.11733	49.30529	62.31821	13.36789	7.18230	8.37728
8259	49.30599	Tiffany Riley	1.00000	4.57249	100.74743	511-12-3425	single	7.26960	no	5.89599	6.56063	5.80361	45.08111	89.71269	7.66474	6.74871	7.03298
8260	58.05919	Brian Wright	1.00000	7.19751	122.44894	159-59-8391	divoced	6.42943	no	7.40068	5.64854	4.33412	55.89797	36.24396	13.27600	3.84508	7.46545
8261	48.98128	Michael Sparks	1.00000	4.97864	86.00185	775-84-7927	married	6.51112	N	6.00828	6.54883	6.36333	48.47164	89.90926	9.53249	5.96972	6.47690
8262	37.65263	Christopher Young MD	1.00000	5.01983	121.05438	038-34-8264	widowed	7.75566	no	6.56720	5.22129	3.07915	16.27670	16.36770	10.98737	10.12117	5.11847
8263	28.64062	Theodore Jackson	0.00000	7.61514	14.24445	384-19-3846	separated	7.86635	yes	5.85305	7.47682	4.19356	37.67845	27.64869	6.15919	7.49099	6.46195
8264	28.70076	Lori Lewis	1.00000	8.35015	51.71446	341-86-1890	single	5.91427	no	6.23858	7.94608	6.10860	54.38358	93.69648	6.49973	6.17227	8.24236
8265	47.10841	Christina Hughes	1.00000	5.30339	71.25985	845-80-6309	widowed	5.87391	yes	5.30726	5.12563	5.12797	43.36650	68.52918	8.20242	5.54965	6.65004
8266	58.23733	Christopher Davis	1.00000	5.03051	117.32814	437-55-5336	divoced	6.16651	no	6.09422	6.59414	4.94889	61.46839	61.80460	8.44036	7.56810	7.09482
8267	25.22134	Karen Adams	1.00000	6.61923	37.46842	865-63-5966	widowed	7.14747	no	5.99899	7.36492	4.96207	53.10940	55.39085	5.75551	5.38909	6.68493
8268	27.67513	April Morris	1.00000	5.32079	87.74694	894-04-5725	single	5.67183	no	5.48346	6.50622	4.00819	33.66736	29.68426	12.78965	5.31068	5.69653
8269	56.73475	Max Morgan	1.00000	8.53388	-36.73337	169-81-2915	divoced	5.84201	Y	6.83397	5.78580	2.67608	66.49649	11.52017	16.91262	2.08960	8.11702
8270	42.74071	Charles Wilson	1.00000	6.82069	61.89619	788-26-6414	married	5.26611	yes	7.10459	7.71156	5.51380	48.03965	74.32629	10.64833	3.38196	8.27703
8271	27.12636	Nicole Holland	0.00000	8.09954	58.89080	273-58-7203	widowed	5.41518	no	6.94213	5.14572	9.38703	38.47241	7.64308	9.30780	9.14038	6.99886
8272	57.15329	Gail King	1.00000	9.52553	51.44474	512-22-4619	single	7.62036	no	4.84151	3.90843	3.88920	34.36126	20.93938	5.45096	3.46157	8.83570
8273	45.57046	Aaron Alvarez	1.00000	5.75895	73.25384	631-03-4896	separated	4.70035	no	5.17955	7.16847	2.40239	35.60360	21.37022	6.40224	9.36729	6.31742
8274	20.00970	Christopher Singh	1.00000	4.35593	45.27418	162-28-3273	widowed	6.47326	yes	6.48447	6.86645	6.68673	7.35388	86.69662	10.44642	5.88211	7.70018
8275	51.99333	Thomas Romero	1.00000	10.01239	95.56009	102-60-9372	divoced	5.93709	no	5.95468	4.48735	2.74323	43.33275	17.18417	11.71675	3.16187	8.27665
8276	41.50098	Dakota Watson	1.00000	4.87542	9.72025	265-93-4008	widowed	5.19945	no	5.69559	7.49023	5.42372	50.17720	74.71037	9.29753	5.28058	7.01501
8277	41.79798	Stephen Sawyer PhD	0.00000	8.39918	69.30600	334-38-9783	divoced	7.29484	no	4.39180	5.51485	5.51733	67.07756	82.37021	8.76319	6.20795	8.19901
8278	40.15012	Shane Walker	0.00000	8.99859	57.21863	358-16-8915	divoced	7.45309	no	8.05427	6.37910	6.17580	23.10698	96.51578	23.16368	7.21820	8.24522
8279	40.36838	Tanya Gibson	0.00000	8.46513	-7.52582	403-58-2934	widowed	4.25858	no	7.51982	6.57797	3.71177	41.86391	15.62914	18.22095	6.40430	8.35420
8280	40.24211	Tracy Perez	1.00000	7.47381	98.66230	181-13-2955	divoced	7.92005	Y	6.00877	6.12195	2.59156	59.62428	15.40325	3.10818	1.77461	7.01354
8281	74.10235	Joshua Sosa	0.00000	7.15815	90.60958	758-74-3984	divoced	4.66770	yes	4.91004	5.93933	4.19614	26.92658	34.08822	7.57954	6.91829	7.69194
8282	41.85572	Ryan Phillips	0.00000	6.61349	71.74387	636-64-9009	divoced	5.84006	no	6.57525	7.93386	9.20418	40.99835	14.92432	14.60059	6.95405	6.21036
8283	30.71839	Brent Cortez	1.00000	4.62603	51.52945	130-77-3937	widowed	6.88900	yes	4.65298	7.00340	4.28178	57.62365		7.48941	11.92806	8.85677
8284	51.13597	Michael Wolfe	1.00000	6.46308	133.06990	059-64-7508	divoced	6.42888	no	7.95661	6.06719	4.36235	27.69638	31.14740	18.77778	3.53814	6.66436
8285	42.84130	David Holland	0.00000	6.76153	55.61538	507-88-2784	widowed	5.19153	no	6.14332	6.10943	6.30515	37.96651	89.93506	12.17725	7.29626	6.87617
8286	58.46661	Ronald Gonzales	1.00000	6.71376	89.09579	388-32-0199	divoced	5.97209	no	4.33517	4.37834	6.13826	29.68382	91.77726	4.47227	8.11541	6.55197
8287	52.44535	Kim Reyes	1.00000	5.13013	68.84908	548-71-9514	separated	4.62540	yes	6.80626	6.56260	3.82023	43.13315	15.30580	9.72576	8.05391	7.70267
8288	28.07326	Brenda Moore	0.00000	5.50162	52.44157	516-06-5881	married	6.35441	yes	6.10264	4.49763	4.92153	39.06678	56.19634	10.24552	4.62891	6.24493
8289	43.86045	Janet Mcneil	0.00000	7.50617	53.29469	585-70-0015	married	6.51254	no	4.01204	5.48847	4.03250	36.14795	24.61739	4.94468	7.50262	7.21966
8290	51.57929	Luis Roach	1.00000	6.75161	75.72340	473-85-3915	single	6.46358	no	6.17612	6.28651	6.05563	64.36673	90.40479	8.11687	6.73824	6.31973
8291	37.73782	Brian Lee	1.00000	6.50500	84.06573	825-42-7350	nop	7.23737	no	6.99494	5.89846	4.66781	46.61421	43.31963	13.39315	4.71217	6.68217
8292	49.24750	Alicia Rowland	1.00000	8.56583	83.74131	769-89-0499	married	6.13255	no	7.64988	5.85088	4.76302	50.53541	46.76283	13.94805	6.45743	7.12940
8293	62.78918	Wesley Stone	0.00000	7.34063	88.16546	268-71-6469	single	6.25885	no	6.34541	5.07821	5.06819	34.45278	61.38147	14.39850	7.57332	6.77236
8294	39.05025	Susan Morgan	1.00000	5.29106	13.25968	541-94-2118	divoced	4.14372	no	4.66011	6.36189	6.99021	57.80849	73.14255	6.93053	7.19981	9.18452
8295	36.43534	Jay Jacobson	1.00000	4.46561	91.80458	292-97-3252	divoced	7.87330	Y	5.77976	6.73696	7.79898	41.23091	56.66538	5.61701	10.38127	8.62023
8296	53.40484	Derrick Lloyd	1.00000	4.80641	14.03372	754-34-9983	separated	4.58093	no	5.16481	6.65038	3.80127	36.81942	23.14563	7.59579	7.13842	6.66304
8297	68.63785	Scott Rosales	1.00000		86.12530	601-36-1982	nop	6.60844	yes	5.44355	5.61669	4.78584	45.23660	54.85190	8.17479	5.65010	6.30818
8298	46.46748	Ryan Green	1.00000	6.80907	111.18409	581-51-4831	divoced	7.43923	no	5.14319	5.54683	6.57480	67.53034	87.51739	6.31897	7.24489	6.89354
8299	55.27838	Katherine Atkins	1.00000	8.24341	94.10860	271-47-8088	divoced	7.34733	Y	7.67763	6.36208	4.58314	53.40261	42.55319	17.63883	5.80352	7.19934
8300	56.63097	Deborah Day	0.00000	11.36442	122.85290	345-13-3169	divoced	6.93245	no	4.70592	6.57236	6.76738	51.49292	82.77393	9.57673	3.49654	6.12961
8301	23.82578	Samantha Figueroa	1.00000	6.91423	100.30902	423-87-7496	separated	6.13531	no	5.39724	4.79546	4.66686	55.57365	52.98097	12.19912	3.18912	7.73374
8302	42.55033	Derrick Murillo	1.00000	7.95015	83.61355	170-53-8307	divoced	4.93826	no	7.36630	5.19566	4.31050	49.90059	37.75070	13.83326	3.15219	8.20185
8303	62.65817	Melody Lynch	0.00000	8.79220	53.98809	018-06-9358	single	7.02895	no	6.18285	6.34120	8.53333	64.19063	30.80796	9.87542	7.45242	8.67504
8304	51.30708	Terry Johnson	1.00000	6.09375	74.02637	192-72-0613	single	7.81956	no	5.25561	4.17735	4.29584	58.69977	33.46501	8.35131	3.11731	6.75335
8305	37.47685	Sarah Harris	1.00000	7.79530	85.33315	596-20-4799	divoced	6.35238	Y	7.09397	6.59285	5.65971	39.54983	77.38821	16.10792	5.23159	8.17117
8306	42.02870	Cody Parrish	1.00000	4.99953	114.23005	347-11-7865	separated	6.92702	no	7.23457	5.89168	4.21150	52.33397	24.20074	15.07771	7.67388	6.56119
8307	43.08778	Travis Singh	1.00000	6.42662	12.58247	836-89-8893	nop	6.43758	Y	5.84107	6.32109	4.23911	69.74795	25.11701	6.46475	6.75502	5.00487
8308	56.79079	Kim Barton	1.00000	7.94457	95.25609	459-46-6244	married	6.54914	no	4.99164	6.13316	5.04214	75.63607	63.19818	7.18560	4.62318	7.92414
8309	64.87254	Kimberly Bentley	1.00000	5.83851	39.33144	539-73-7452	divoced	5.01261	Y	6.92235	5.30767	5.93841	59.82040	91.65153	10.94367	7.06906	6.10810
8310	52.08733	Gabrielle Elliott DDS	0.00000	10.08653	71.73011	809-39-6063	married	7.31864	yes	5.84553	6.99004	7.80334	30.14829	48.77072	10.17558	8.62035	9.49841
8311	44.01507	Melissa Werner	1.00000	4.30863	132.55630	727-43-3183	divoced	7.23029	no	6.45118	4.62431	5.17109	29.43468	63.67739	14.51703	6.97138	5.18124
8312	62.46275	Ian Warner	0.00000	9.54503	40.05712	616-57-7794	single	5.46706	no	5.60259	6.96613	5.07958	45.29861	67.26830	10.54048	5.37287	6.99039
8313	66.61669	Margaret Burns	1.00000	7.55165	-9.93136	609-30-5790	divoced	6.14999	Y	3.45865	7.71311	4.25002	65.07346	31.57405	7.98515	4.84384	6.97468
8314	51.75939	Charlotte Torres	1.00000	4.47532	44.04292	065-80-8840	divoced	6.07241	no	5.73715	5.63896	5.71736	66.37450	80.23026	6.30933	5.32414	7.45686
8315	34.69808	Jeremy Gordon	1.00000	6.08242	35.19655	878-97-4561	nop	4.38506	no	7.21181	6.78321	4.96394	74.58305	61.38748	14.70162	6.75475	5.38508
8316	40.30110	Larry Ramos	1.00000	5.37123	118.01510	340-41-5464	divoced	6.72944	no	6.15270	7.70966	5.32377	51.72670	70.15805	8.31144	4.00279	6.57163
8317	51.17580	Danny Wall	1.00000	7.97103	10.72405	337-35-5827	single	6.90321	yes	7.33706	6.64122	4.04802	46.65456	18.69461	15.42897	4.88769	7.01298
8318	63.31385	Jeremy Taylor	1.00000	5.93066	61.75477	024-48-4553	divoced	6.50832	yes	5.37678	7.18339	7.35045	40.33006	81.97669	11.86750	5.61624	7.91356
8319	57.18912	Michael Evans	1.00000	5.16833	42.68321	292-04-0525	married	6.59004	no	6.46291	5.62321	4.89058	39.30879	55.14810	10.56257	6.32388	7.02663
8320	58.88580	Benjamin Rogers	0.00000	6.47644	81.51109	448-73-2864	widowed	5.24903	no	4.26104	6.14924	6.67342	26.93102	80.33881	4.23044	7.93335	8.23713
8321	51.78935	Henry Patel	1.00000	5.25682	78.00367	713-93-3739	divoced	6.10519	yes	5.89696	4.34793	4.58748	37.92453	46.72814	6.74050	9.07323	7.40813
8322	57.81473	Kelly Wilson DVM	1.00000	4.57672	136.68036	240-59-7183	single	6.93997	Y	6.47104	5.29117	6.92575	49.84224	80.09155	11.64035	8.69047	11.16132
8323	61.95826	Michael Morales	1.00000	5.19216	150.98789	722-05-0378	single	7.21036	no	3.75586	5.33826	3.78893	58.63070	13.12489	8.37011	8.70672	6.72429
8324	45.34901	Tracy Avila	1.00000	8.21853	102.89369	767-02-9011	married	5.13420	no	6.73596	6.34410	7.35454	36.67729	68.84888	15.06827	7.81523	8.27200
8325	30.38907	Shannon Harrison	1.00000	5.16214	69.52889	358-83-2102	married	7.50893	no	6.28432	4.77062	6.15816	63.85108	93.32039	7.51201	6.45056	8.55099
8326	37.32109	Kelly Collins	1.00000	4.85411	55.32461	226-15-2102	single	6.62979	yes	7.01054	7.90578	6.15846	63.58179	89.89473	11.01187	7.99667	7.93395
8327	33.97224	Jonathan Booth	1.00000	5.74793	71.91596	032-01-1503	widowed	5.02341	Y	4.21155	6.62642	4.08875	32.43340	26.48052	6.07102	8.91316	8.00008
8328	19.63547	Christopher Turner	0.00000	6.36544	54.93726	233-83-0679	single	5.41627	no	6.01023	7.38776	6.70917	65.48088	91.09754	9.91880	7.54076	6.41965
8329	58.37047	Amanda Taylor	1.00000	4.95685	85.12363	257-79-1871	divoced	5.19044	no	6.40232	5.13665	4.94210	66.36293	59.27103	5.53186	4.13660	6.02577
8330	47.94825	Edwin Flores	1.00000	5.19153	48.87416	049-62-4496	divoced	7.42879	no	6.11119	5.85428	5.75219	45.56719	89.15810	7.34283	6.95872	9.90458
8331	39.90719	Linda Willis	1.00000	4.16409	-43.70692	319-32-1944	divoced	6.27450	no	8.25382	3.59088	5.60915	58.28715	74.48958	24.77326	8.38078	6.04611
8332	44.66887	Mark Li	0.00000	6.85918	106.49130	294-29-0272	single	6.90148	yes	6.75982	5.45345	4.00031	62.30802	23.41290	12.06398	8.12262	7.36072
8333	45.44549	Nicholas Jackson	1.00000	5.48931	83.33880	542-60-8525	nop	4.97102	no	4.64357	6.55918	5.36341	23.24069	76.47273	12.48874	8.03701	9.48332
8334	40.03009	Brian Wright	1.00000	4.44532	123.36119	159-59-8391	divoced	6.81916	Y	6.37743	8.13123	7.38001	38.40950	69.93074	9.41912	5.43914	9.27958
8335	42.93624	Felicia Smith	1.00000	4.51974	96.89275	471-93-0004	widowed	4.67367	yes	5.08501	6.68236	5.51532	50.25250	76.94295	8.66281	9.42154	8.18283
8336	43.50068	Matthew Hall	0.00000	7.30478	55.62950	376-85-2492	married	7.67698	yes	8.50433	4.80409	8.21568	54.03763	36.87779	34.94808	7.85062	6.63399
8337	58.23978	Mr. Nathan Garcia	1.00000	7.50308	45.29085	208-18-0545	single	5.66604	no	5.93704	7.28015	4.65624	41.72730	46.78066	5.70781	4.66567	7.53612
8338	48.30346	Robert Pham	0.00000	6.75094	95.84784	316-16-4439	divoced	6.64794	Y	4.45335	5.99418	4.73983	49.25236	56.47727	9.84345	8.15595	7.04338
8339	52.43676	Jennifer Burnett	0.00000	7.48559	-5.17137	736-69-3177	single	6.59786	no	5.57059	5.95105	5.40000	37.52017	78.63523	12.06825	7.01489	8.99278
8340	42.26380	Michelle Ibarra	1.00000	4.83038	80.25842	451-50-6185	single	7.21569	no	5.61651	5.51362	5.46743	40.94096	75.38843	9.10543	7.76756	8.09642
8341	25.81205	Shirley Finley	1.00000	5.21423	95.44220	269-19-5776	married	6.95316	Y	7.56634	4.24607	4.83757	12.53108	54.76865	18.37997	6.36284	5.32352
8342	50.46330	Thomas Shah	1.00000	4.77273	63.15624	802-08-6604	divoced	6.94324	yes	6.73662	4.93636	5.96792	59.18101	86.36075	12.42622	5.98013	7.17661
8343	44.09303	Phillip Johnson	1.00000	7.25864	137.91330	316-89-1672	widowed	5.63376	Y	8.35367	6.00458	4.61272	39.34825	46.48082	27.77252	4.13336	7.59325
8344	46.89743	Angelica Ortiz	0.00000	5.95910	20.42491	062-32-2929	divoced	6.21422	Y	5.14121	6.18908	4.50857	41.16456	41.57792		8.83364	7.84400
8345	36.85868	Amanda Moss	1.00000	8.94093	53.47741	455-59-6646	divoced	6.70009	yes	7.33284	5.85793	4.02412	44.02578	28.88274	17.20712	4.91373	7.87466
8346	48.64240	Emily Jones	1.00000	4.86674	92.45029	341-79-0521	married	4.93228	Y	5.87490	5.57452	3.78717	71.57841	13.92587	12.46805	7.79231	6.74799
8347	50.51247	Dillon Young	1.00000	7.60302	58.64441	674-25-0949	single	5.88549	no	6.43141	6.05239	5.91363	25.58092	89.81702	13.66076	7.32897	7.14474
8348	37.52429	Samantha Garcia	1.00000	6.99743	176.15216	221-77-0826	married	5.54026	no	6.50260	5.41756	4.11588	29.44341	31.27408	13.98102	6.29732	5.71382
8349	62.18706	Dr. Victoria Jackson	1.00000	10.02322	58.35974	334-32-2653	nop	6.04926	no	4.88620	5.26475	2.82167	53.56916	14.83554	5.65207	4.32056	7.82792
8350	57.57623	Robert Vasquez	0.00000	6.66343	47.45899	796-48-9459	divoced	5.66839	N	6.73798	5.66563	6.90257	52.51768	84.20233	8.65635	9.10522	6.61674
8351	51.55739	Amy Santos	1.00000	5.14290	80.11763	044-91-2019	widowed	7.42440	no	8.51863	5.08589	5.38607	57.36078	85.49440	27.85543	9.22613	8.32221
8352	42.34158	Rhonda West	0.00000	7.32339	63.70811	061-82-1067	divoced	6.75561	no	6.68623	6.95618	7.49210	67.94820	67.39294	10.73513	7.04344	7.36639
8353	41.64749	Darlene Perry	1.00000	6.18302	62.01492	199-03-6406	single	7.18393	no	5.52751	6.03892	5.08151	65.99890	62.99086	11.50073	6.36473	6.14841
8354	23.30106	Nicholas Green	0.00000	6.70859	74.97166	414-18-0652	married	5.68469	no	6.16221	6.20277	7.94117	32.88160	46.83485	9.83732	6.13270	6.98316
8355	23.48260	Jordan Mahoney	0.00000	6.75959	112.46906	107-55-1656	divoced	7.27256	yes	5.08994	8.79595	6.46038	58.31865	90.07797	14.04376	9.27812	6.66248
8356	64.63534	Jane Tran	1.00000	7.91126	67.05291	294-91-0777	single	5.58400	no	6.12604	7.23991	5.28843	42.76051	70.45986	9.27821	4.72329	7.86287
8357	63.15128	Connie Harris	1.00000	8.25547	152.45897	836-37-7280	married	6.81915	N	5.36081	7.79509	4.44063	63.35665	42.45413	9.56648	5.69721	7.07631
8358	55.57046	Steven Brown	1.00000	9.09329	101.87587	676-98-0856	single	5.74284	Y	5.77053	5.92250	5.42123	45.81507	76.15908	8.66876	8.21998	7.35725
8359	77.93669	Danielle Browning	0.00000	7.11486	110.26639	017-20-0289	divoced	5.53589	no	7.03253	5.75598	5.04825	39.27635	62.44324	14.06619	8.90962	7.30120
8360	50.23212	Michael Acosta	0.00000	8.11533	42.19275	410-64-5481	married	5.79725	no	5.68351	7.13659	4.92286	42.23198	58.10779	5.57459	5.78708	7.27666
8361	43.45133	Mitchell Williams	1.00000	7.77347	69.73774	209-91-3274	divoced	5.78169	yes	7.07275	6.63677	5.94320	38.41627	88.36693	14.78201	7.59508	6.79790
8362	36.82426	Jennifer Lewis	1.00000	4.60242	124.38867	482-54-5736	widowed	6.09137	Y	6.75999	7.71892	8.34068	38.11012	30.65285	10.75791	8.15163	11.25637
8363	40.60811	Alexander Sullivan	1.00000	5.51864	95.65564	136-07-3851	divoced	6.06304	no	5.31773	5.77984	6.30995	61.39594	85.15811	11.52255	7.76793	10.55853
8364	40.20906	Kelly Stewart	0.00000	7.66290	3.19902	040-61-7051	married	6.77471	no	7.13491	5.00322	8.61081	25.55299	23.18029	11.30025	6.91550	7.44690
8365	68.63357	Steven Nelson	1.00000	7.08001	21.71502	677-50-4817	divoced	6.26393	no	4.25463	5.04299	4.70882	72.96507	56.90589	6.85927	2.92436	8.11518
8366	51.31662	Jessica Young	1.00000	4.75874	-14.99657	508-39-0115	divoced	7.35603	no	5.32787	5.89656	8.24559	69.16651	35.10324	6.45015	8.50692	9.90527
8367	28.50634	Cameron Williams	1.00000	4.79275	174.54996	610-15-1683	single	5.90833	Y	5.53284	6.38145	5.73014	24.30844	89.23055	5.34109	6.17323	8.50425
8368	83.96379	Jessica Zamora	1.00000	8.19831	1.50981	672-82-6073	widowed	5.58044	no	6.28984	5.30197	3.08534	38.61316	7.30008	6.48269	3.65797	7.05287
8369	49.83264	Jill Ware	0.00000	9.26086	60.81554	379-28-5555	nop	5.61192	Y	7.43966	5.75540	2.99202	42.42823	14.05381	15.54884	5.86057	7.44118
8370	45.29667	Mrs. Nancy Orr	1.00000	11.01480	109.97293	329-14-3028	married	7.68681	Y	5.99054	8.53718	5.30486	75.36362	73.77943	9.61359	6.61957	9.40906
8371	51.71652	Kara Edwards	1.00000	6.04468	114.37017	885-95-4786	single	5.60954	Y	5.52087	5.79006	4.82679	34.70080	54.83112	8.27466	4.22247	6.90090
8372	33.96789	Tim Rodgers	1.00000	7.45491	12.49557	529-06-4329	widowed	5.06805	yes	7.16755	5.01141	6.37404	54.25598	95.20135	14.64350	6.43347	7.96544
8373	64.42140	Christopher Horne	1.00000	8.86608	52.97389	667-17-3722	married	5.08495	no	6.52971	7.84845	2.59116	35.14515	22.37143	9.23210	1.84452	8.11528
8374	45.53882	Rhonda Beasley	0.00000	6.59674	122.61147	543-72-9009	married	6.39066	no	5.64523	6.69896	7.15555	45.41610	75.71191	10.68379	7.42659	6.97183
8375	30.12284	Alison Sullivan	1.00000	5.02991	127.96586	583-12-5845	married	7.73440	no	6.35698	5.67290	3.39338	46.47944	12.42646	7.26516	7.48005	5.91146
8376	25.89246	Rachel Patel	1.00000	5.14455	76.27526	517-56-4945	single	5.44543	Y	7.21083	5.85013	6.18478	42.09893	86.85910	17.02294	5.78164	8.59884
8377	47.53206	Daniel Gutierrez	1.00000	5.45913	79.55140	351-69-3123	nop	6.83802	no	6.37866	6.09955	5.57111	38.04483	78.36538	11.00088		8.04798
8378	51.64707	Vincent Garcia	0.00000	7.24919	59.25549	015-43-4126	divoced	5.89908	Y	5.51662	6.39071	2.86356	35.73386	13.20733	5.56732	7.87500	7.36866
8379	37.67917	Jason Mann	1.00000	5.01246	89.98878	157-83-5606	single	6.90995	N	6.99998	6.73466	5.46251	37.39287	76.30980	9.32955	7.40849	8.38836
8380	56.24773	Michael Farrell	1.00000	6.21393	56.35081	662-76-2450	divoced	5.80776	no	6.13997	6.04964	3.31124	45.50272	5.71204	11.14334	2.25572	6.63496
8381	40.01728	Alicia Perez	1.00000	7.54710	106.08636	471-27-5356	widowed	5.99785	N	6.13294	6.94290	6.79167	45.19524	88.70510	6.49615	6.13088	8.37868
8382	28.19567	Russell Lowe	0.00000	7.77325	90.66684	256-52-3299	married	6.29174	no	6.87318	5.22339	6.26070	33.12759	96.56198	13.74809	6.71055	8.30639
8383	46.10374	Francisco Rivera	1.00000	5.06138	68.55142	341-88-1192	married	5.85729	no	6.00670	6.38346	6.27898	30.50026	91.86878	6.12167	7.97639	5.43237
8384	43.28494	Renee Mcdonald	1.00000	5.27937	66.28149	314-41-1240	separated	7.88754	no	5.69444	6.15269	4.03715	59.96773	29.94488	8.13086	6.61884	5.69362
8385	43.42762	Annette Chavez	0.00000	9.68723	16.59800	443-37-1691	separated	6.43451	no	6.72260	7.44160	6.65613	51.80934	87.31717	6.76769	7.05348	9.79989
8386	59.03870	Jeremy Larsen	0.00000	7.50994	94.07759	656-90-6985	separated	7.24942	Y	6.76596	5.76023	3.38842	57.29156	8.21441	10.77946	7.35697	8.39362
8387	28.72914	Robert Williams	0.00000	7.57960	61.30585	122-05-6392	married	7.03491	no	5.18269	8.24027	5.45079	44.16911	76.96757	6.75153	7.07883	8.02542
8388	57.14930	Jason Heath	1.00000	7.95496	76.87187	180-24-2366	single	8.59381	no	5.77648	5.73530	5.58983	69.35661	78.56877	7.90420	5.48496	7.92816
8389	43.38645	Tony Carter	1.00000	8.02247	50.12487	562-04-2563	widowed	4.06775	Y	5.60974	6.57443	4.99771	34.50154	61.87218	6.53706	4.16934	7.92857
8390	52.08424	Brent Howard	0.00000	7.58724	65.31434	667-52-4116	divoced	4.68852	Y	4.21343	6.11695	7.69818	33.04331	53.24004	11.61653	5.92134	8.23512
8391	34.89772	Jessica Waller	0.00000	5.45761	59.37325	464-40-9479	single	4.34117	Y	5.73569	6.30009	5.52751	43.32403	79.09521	8.69184	7.08695	5.79847
8392	58.70945	Katherine Vaughan	1.00000	4.54189	87.55343	876-98-3107	widowed	8.27427	no	5.05168	5.77605	5.54275	69.76407	77.06699	7.99598	7.75419	7.28395
8393	32.80109	Kaitlyn Williams	1.00000	4.85431	100.92926	203-52-9107	married	6.16014	Y	6.00023	7.04801	4.72936	50.57192	54.06192	11.91964	7.25622	7.55093
8394	32.37019	Matthew Martin	1.00000	7.94536	52.14852	691-78-4247	divoced	6.14040	Y	6.78708	8.34950	6.83215	42.85091	83.32750	12.85726	7.95659	7.75779
8395	28.48431	Steven Sutton	0.00000	5.99453	9.78288	034-90-3573	married	5.98968	Y	6.28500	5.87971	3.32770	67.01231	12.17835	12.37654	8.11105	7.09204
8396	41.79065	Stephen Walker	1.00000	6.66585	22.25692	375-21-5699	married	6.40299	yes	5.72200	4.70111	3.75816	57.99956	20.00326	8.62293	3.46508	6.75235
8397	56.21913	Kaylee Montgomery	1.00000	5.00553	106.67217	691-35-0870	married	6.02533	no	5.94917	6.22630	4.99068	64.88553	64.70456	12.51351	9.47606	8.11395
8398	46.43228	Amanda Grant	1.00000	8.29037	136.55287	062-91-7120	separated	6.14703	no	5.72581	6.82505	4.52834	62.66080	43.47718	5.05222	5.13050	7.12809
8399	66.43245	David Woods	0.00000	5.15165	-0.88655	323-72-9708	married	5.60477	Y	5.13016	5.22501	5.29397	70.19833	71.08848	6.99212	6.72378	7.76937
8400	60.90332	Reginald Smith	1.00000	4.95931	90.59638	885-20-6751	married		Y	5.84877	4.57700	4.85856	59.98508	51.23928	11.43714	6.08491	7.20768
8401	56.98351	Brenda Perez	0.00000	8.38027	54.48417	443-79-6819	nop	6.50717	yes	4.83810	6.00821	4.45927	55.26553	41.49386	7.94437	6.46166	7.89075
8402	34.82964	Megan Delgado	1.00000	4.59192	134.63612	240-95-9909	married	8.01281	no	7.63027	6.34798	6.11904	59.59145	85.97774	13.73405	9.42586	8.98542
8403	40.74371	Peggy Newman	1.00000	5.80236	67.47589	261-86-5966	nop	6.28657	no	4.51170	6.94910	7.48365	88.24347	59.70803	5.65194	6.16106	7.96735
8404	41.95047	Chloe Bishop	0.00000	5.63868	112.38580	696-87-7115	separated	5.80854	no	5.68073	5.02744	6.08786	49.12186	90.30894	8.02404	7.63071	5.90061
8405	52.09476	Ashley Farmer	0.00000	4.60969	71.38493	445-20-6740	separated	8.15275	no	5.54726	7.26069	6.30702	58.71775	92.72986	6.85108	6.22428	6.52133
8406	32.52181	Susan Flores	0.00000	8.61258	89.97201	854-27-4296	married	5.79044	yes	6.25204	6.52974	5.26341	63.68556	75.22045	13.62693	6.38901	6.26028
8407	40.62784	Tara Hatfield	0.00000	7.44367	132.31048	223-76-7175	married	7.46731	N	7.28918	5.78358	7.31844	39.39331	68.33993	15.56401	7.61655	7.78022
8408	68.71364	Susan Fischer	1.00000	8.45116	120.09004	469-48-0865	married	5.93662	yes	8.56485	7.21066	3.74329	70.83773	15.74821	31.51377	5.28717	6.84078
8409	46.05576	Brian Davidson	0.00000	6.14728	45.37262	869-67-0734	single	3.66689	yes	7.30560	6.30619	4.36396	64.20355	41.10158	13.36191	8.28459	9.98532
8410	81.33390	Stacy Hill	0.00000	7.82811	51.51287	010-08-9277	separated	5.24337	no	8.53634	5.49391	5.15680	65.30929	61.75535	29.57550	6.77378	8.24423
8411	60.66197	Ronald Gonzales	1.00000	5.21756	124.15975	388-32-0199	separated	6.61547	Y	5.81048	6.17752	2.43170	21.08970	17.57306	10.25408	5.55090	3.34380
8412	56.83556	Steven Gillespie	1.00000	7.13217	79.35359	452-25-7326	divoced	6.83917	Y	5.53153	7.34792	3.78684	43.99057	29.39854	10.14096	2.77436	7.12515
